col_idx,col_letter,excel_header,proposed_pg_name,proposed_pg_type,complexity,source_tables,sample_value,excel_formula
512,SR,Trig M Rule9,trig_m_rule9,TEXT,array_formula,,,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dacc8e0>
513,SS,Trig M Rule10,trig_m_rule10,TEXT,array_formula,,,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dacc940>
514,ST,Trig M Rule11,trig_m_rule11,TEXT,array_formula,,,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dacc9a0>
515,SU,Blanks,blanks,NUMERIC,arithmetic,,9,=COUNTBLANK(SJ2:ST2)
516,SV,Negatives,negatives,NUMERIC,conditional,,2,"=IF(SU2=11,"""",COUNTIF(SJ2:ST2,""<0""))"
517,SW,Positives,positives,NUMERIC,conditional,,0,"=IF(SU2=11,"""",COUNTIF(SJ2:ST2,"">0""))"
518,SX,Neg Rank,neg_rank,NUMERIC,conditional,,-9,"=IF(_xlfn.NUMBERVALUE(SV2)>0,MIN(SJ2:ST2),"""")"
519,SY,Pos Rank,pos_rank,TEXT,conditional,,,"=IF(_xlfn.NUMBERVALUE(SW2)>0,MAX(SJ2:ST2),"""")"
520,SZ,Trig Rule,trig_rule,NUMERIC,array_formula,,-9,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0daccdc0>
521,TA,HE Entry,he_entry,TEXT,passthrough,,,=SA2
522,TB,HE Cont,he_cont,TEXT,passthrough,,,=SG2
523,TC,SS Entry,ss_entry,TEXT,passthrough,,,=SH2
524,TD,SS Cont,ss_cont,TEXT,passthrough,,,=SI2
525,TE,Trig,trig,NUMERIC,passthrough,,-9,=SZ2
526,TF,Blanks,blanks,NUMERIC,arithmetic,,4,=COUNTBLANK(TA2:TE2)
527,TG,Negatives,negatives,NUMERIC,conditional,,1,"=IF(TF2=5,"""",COUNTIF(TA2:TE2,""<0""))"
528,TH,Positives,positives,NUMERIC,conditional,,0,"=IF(TF2=5,"""",COUNTIF(TA2:TE2,"">0""))"
529,TI,Neg Rank,neg_rank,NUMERIC,conditional,,-9,"=IF(_xlfn.NUMBERVALUE(TG2)>0,MIN(TA2:TE2),"""")"
530,TJ,Pos Rank,pos_rank,TEXT,conditional,,,"=IF(_xlfn.NUMBERVALUE(TH2)>0,MAX(TA2:TE2),"""")"
531,TK,Entry,entry,NUMERIC,array_formula,,-9,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dacd5a0>
532,TL,HE Cont,he_cont,TEXT,passthrough,,,=SG2
533,TM,SS Cont,ss_cont,TEXT,passthrough,,,=SI2
534,TN,Trig,trig,NUMERIC,passthrough,,-9,=SZ2
535,TO,Blanks,blanks,NUMERIC,arithmetic,,2,=COUNTBLANK(TL2:TN2)
536,TP,Negatives,negatives,NUMERIC,conditional,,1,"=IF(TO2=3,"""",COUNTIF(TL2:TN2,""<0""))"
537,TQ,Positives,positives,NUMERIC,conditional,,0,"=IF(TO2=3,"""",COUNTIF(TL2:TN2,"">0""))"
538,TR,Neg Rank,neg_rank,NUMERIC,conditional,,-9,"=IF(_xlfn.NUMBERVALUE(TP2)>0,MIN(TL2:TN2),"""")"
539,TS,Pos Rank,pos_rank,TEXT,conditional,,,"=IF(_xlfn.NUMBERVALUE(TQ2)>0,MAX(TL2:TN2),"""")"
540,TT,Cont,cont,NUMERIC,array_formula,,-9,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dacdc00>
541,TU,OverAll,overall,NUMERIC,conditional,,-9,"=IF(UI2=0,TK2,TT2)"
542,TV,OverAll Group,overall_group,TEXT,static_input,,,
543,TW,Action Type,action_type,TEXT,cross_sheet_lookup,ref_param,S,"=_xlfn.XLOOKUP(TU2,Parm!$AO$2:$AO$25,Parm!$AS$2:$AS$25,"""")"
544,TX,^L1,l1,NUMERIC,array_formula,,99,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dacdd20>
545,TY,^L2,l2,NUMERIC,array_formula,,0,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dacdd80>
546,TZ,^L3,l3,NUMERIC,conditional,,791,"=IF(XG2="""",0,_xlfn.NUMBERVALUE(_xlfn.TEXTBEFORE(XG2, ""-"")))"
547,UA,#Actionable,actionable,NUMERIC,conditional,,0,"=IF(AND(TX2<=0,TY2<3),1,0)"
548,UB,Index,index,TEXT,conditional,,N,"=IF(OR(LEFT(C2,1)=""^"",ISNUMBER(FIND(""="", C2)),ISNUMBER(FIND(""-"", C2))),""Y"",""N"")"
549,UC,Neg Outlook,neg_outlook,TEXT,conditional,,,"=IF(_xlfn.NUMBERVALUE(RS2)<0,""P,"","""") & IF(_xlfn.NUMBERVALUE(RT2)<0,""E,"","""") & IF(_xlfn.NUMBERVALUE(RU2)<0,""I,"","""") & IF(_xlfn.NUMBERVALUE(RV2)<0,""C,"","""") & IF(_xlfn.NUMBERVALUE(RW2)<0,""R,"","""") & IF(_"
550,UD,Pos Outlook,pos_outlook,TEXT,conditional,,,"=IF(_xlfn.NUMBERVALUE(RS2)>0,""P,"","""") & IF(_xlfn.NUMBERVALUE(RT2)>0,""E,"","""") & IF(_xlfn.NUMBERVALUE(RU2)>0,""I,"","""") & IF(_xlfn.NUMBERVALUE(RV2)>0,""C,"","""") & IF(_xlfn.NUMBERVALUE(RW2)>0,""R,"","""") & IF(_"
551,UE,Fidelity,fidelity,NUMERIC,cross_sheet_lookup,hist_f,0,"=_xlfn.XLOOKUP(W2&C2,F!A:A,F!G:G,0)"
552,UF,CS,cs,NUMERIC,cross_sheet_lookup,hist_cs,0,"=_xlfn.XLOOKUP(X2&C2,CS!A:A,CS!G:G,0)"
553,UG,Stocks$,stocks,NUMERIC,aggregate,,0,=SUM(UE2:UF2)
554,UH,RH,rh,TEXT,static_input,,,
555,UI,Long$,long,NUMERIC,conditional,,0,"=IF(OR(UE2<>"""",UF2<>""""), UG2+IF(UH2>0,UH2,0), 0)"
556,UJ,Short$,short,NUMERIC,conditional,,0,"=IF(UH2<0,ABS(UH2),0)"
557,UK,My,my,TEXT,cross_sheet_lookup,unknown:My,,"=_xlfn.XLOOKUP(C2,My!A:A,My!B:B,"""")"
558,UL,Amt Type,amt_type,TEXT,array_formula,,Other,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dace3e0>
559,UM,Unit$,unit,NUMERIC,cross_sheet_lookup,ref_param,500,"=IF(UL2<>"""",_xlfn.XLOOKUP(UL2,Parm!$AF$2:$AF$24,Parm!$AK$2:$AK$24,0),0)"
560,UN,Min$,min,NUMERIC,cross_sheet_lookup,ref_param,500,"=IF(UL2<>"""",_xlfn.XLOOKUP(UL2,Parm!$AF$2:$AF$24,Parm!$AI$2:$AI$24,0),0)"
561,UO,Max$,max,NUMERIC,cross_sheet_lookup,ref_param,1000,"=IF(UL2<>"""",_xlfn.XLOOKUP(UL2,Parm!$AF$2:$AF$24,Parm!$AJ$2:$AJ$24,0),0)"
562,UP,TnTdMax$,tntdmax,NUMERIC,array_formula,,1000,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dace440>
563,UQ,Remaining,remaining,NUMERIC,arithmetic,,1000,=UP2-_xlfn.NUMBERVALUE(UG2)
564,UR,Final Action,final_action,TEXT,cross_sheet_lookup,ref_param,STM,"=_xlfn.XLOOKUP(TU2,Parm!$AO$1:$AO$25,Parm!$AQ$1:$AQ$25,IF(AND(TU2>=0,UQ2<0),""SO"",""""))"
565,US,Amount,amount,TEXT,array_formula,,,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dace560>
566,UT,Amount,amount,TEXT,conditional,,,"=IF(OR(US2="""",AND(UG2>UM2,US2<UM2,US2<UN2,US2>0,US2<1000)),"""",US2)"
567,UU,Final Action,final_action,TEXT,passthrough,,,=QS2
568,UV,Amount,amount,TEXT,array_formula,,,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dace740>
569,UW,Amount,amount,TEXT,conditional,,,"=IF(OR(UV2="""",AND(UG2>UM2,UV2<UM2,UV2<UN2,UV2>0,UV2<1000)),"""",UV2)"
570,UX,PVV Rule,pvv_rule,TEXT,array_formula,,,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dace860>
571,UY,#Tickers to include,tickers_to_include,NUMERIC,array_formula,,0,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dace8c0>
572,UZ,#Act,act,NUMERIC,passthrough,,0,=UA2
573,VA,#F1 Seq,f1_seq,NUMERIC,conditional,,0,"=IF(OR(AND(QR2<0,UG2=0),QT2=""""),0,QT2)"
574,VB,#Fidelity,fidelity,NUMERIC,conditional,,0,"=IF(UE2>0,1,0)"
575,VC,#CS,cs,NUMERIC,conditional,,0,"=IF(UF2>0,1,0)"
576,VD,^Sell,sell,NUMERIC,passthrough,,99,=TX2
577,VE,^Buy,buy,NUMERIC,passthrough,,0,=TY2
578,VF,OA Group,oa_group,NUMERIC,passthrough,,0,=TV2
579,VG,^L3,l3,NUMERIC,passthrough,,791,=TZ2
580,VH,My,my,TEXT,passthrough,,,=UK2
581,VI,Fidelity,fidelity,NUMERIC,passthrough,,0,=UE2
582,VJ,CS,cs,NUMERIC,passthrough,,0,=UF2
583,VK,Remaining,remaining,NUMERIC,passthrough,,1000,=UQ2
584,VL,PVV Rule,pvv_rule,TEXT,passthrough,,,=UX2
585,VM,Tn Stdv,tn_stdv,NUMERIC,passthrough,,1.9837962962962978,=AG2
586,VN,Td Stdv,td_stdv,NUMERIC,passthrough,,4.337962962962965,=AH2
587,VO,Tn Td Stdv Diff,tn_td_stdv_diff,NUMERIC,passthrough,,-2.354166666666667,=AI2
588,VP,HE Outlook,he_outlook,TEXT,passthrough,,,=RL2
589,VQ,Tr Td Outlook,tr_td_outlook,NUMERIC,passthrough,,4,=QE2
590,VR,BRR%,brr,TEXT,passthrough,,,=EE2
591,VS,Sector Ticker,sector_ticker,TEXT,cross_sheet_lookup,ref_quad_outlook,XLK,"=IF(OR(HH2<>""Equities"",HJ2=""""),"""",_xlfn.XLOOKUP(HJ2,HQuad!B:B,HQuad!C:C,""""))"
592,VT,HE OL - Sector,he_ol_sector,TEXT,lookup_local,,,"=_xlfn.XLOOKUP(VS2,B:B,VP:VP,"""")"
593,VU,Tn Td Rule,tn_td_rule,TEXT,lookup_local,,,"=_xlfn.XLOOKUP(VS2,B:B,VQ:VQ,"""")"
594,VV,BRR% - Sector,brr_sector,TEXT,lookup_local,,,"=_xlfn.XLOOKUP(VS2,B:B,VR:VR,"""")"
595,VW,Asset Class - M OL,asset_class_m_ol,NUMERIC,passthrough,,0,=IF2
596,VX,Equity Sector - M OL,equity_sector_m_ol,NUMERIC,passthrough,,3,=IG2
597,VY,M+ves - Equity Style,m_ves_equity_style,NUMERIC,passthrough,,2,=IH2
598,VZ,M-ves  - Equity Style,m_ves_equity_style,NUMERIC,passthrough,,1,=II2
599,WA,Asset Class - Q OL,asset_class_q_ol,NUMERIC,passthrough,,3,=IR2
600,WB,Equity Sector - Q OL,equity_sector_q_ol,NUMERIC,passthrough,,3,=IS2
601,WC,Q+ves - Equity Style,q_ves_equity_style,NUMERIC,passthrough,,2,=IT2
602,WD,Q-ves  - Equity Style,q_ves_equity_style,NUMERIC,passthrough,,1,=IU2
603,WE,ST_Signal Desc,st_signal_desc,TEXT,passthrough,, ,=GU2
604,WF,ST_Signal Action,st_signal_action,NUMERIC,passthrough,,0,=GW2
605,WG,D_Vlt_Caution,d_vlt_caution,TEXT,passthrough,,IVPXtrm,=FN2
606,WH,D_Vlt_RuleDesc,d_vlt_ruledesc,TEXT,passthrough,,,=FO2
607,WI,Vlm_RuleDesc,vlm_ruledesc,TEXT,passthrough,,,=GF2
608,WJ,Vlm_RuleAction,vlm_ruleaction,TEXT,passthrough,,,=GG2
609,WK,Vlm Desc,vlm_desc,TEXT,passthrough,,>avg+Accl,=GD2
610,WL,Volatility regime,volatility_regime,TEXT,passthrough,,Norm vlt,=GI2
611,WM,Tn Td Rule Desc,tn_td_rule_desc,TEXT,passthrough,,Bull,=QG2
612,WN,BBRngStrkRule Desc,bbrngstrkrule_desc,TEXT,passthrough,,Bull,=QL2
613,WO,RRBullBear,rrbullbear,TEXT,passthrough,,,=QP2
614,WP,RRDesc,rrdesc,TEXT,passthrough,,,=QQ2
615,WQ,Opposite Outlook,opposite_outlook,TEXT,conditional,,,"=IF(WW2="""","""",IF(ISNUMBER(SEARCH(""Sell"",UR2)),IF(UD2="""","""",""+"" & UD2),IF(UC2="""","""",""-"" & UC2)))"
616,WR,Outlook,outlook,TEXT,conditional,,,"=IF(WW2="""","""",IF(ISNUMBER(SEARCH(""Sell"",UR2)),IF(UC2="""","""",""-"" & UC2),IF(UD2="""","""",""+"" & UD2)))"
617,WS,Portfolio,portfolio,NUMERIC,passthrough,,0,=UI2
618,WT,Ticker,ticker,TEXT,passthrough,,ZM,=B2
619,WU,Td Tn BB Risk Range Rule Action,td_tn_bb_risk_range_rule_action,TEXT,passthrough,,,=QS2
620,WV,Amount,amount,TEXT,passthrough,,,=UW2
621,WW,Final Action,final_action,TEXT,passthrough,,STM,=UR2
622,WX,Amount,amount,TEXT,passthrough,,,=UT2
623,WY,HE Entry,he_entry,TEXT,cross_sheet_lookup,ref_param,,"=IF(TA2=0,"""",_xlfn.XLOOKUP(TA2,Parm!$AO$1:$AO$20,Parm!$AQ$1:$AQ$20,""""))"
624,WZ,HE Cont,he_cont,TEXT,cross_sheet_lookup,ref_param,,"=IF(TB2=0,"""",_xlfn.XLOOKUP(TB2,Parm!$AO$1:$AO$20,Parm!$AQ$1:$AQ$20,""""))"
625,XA,SS Entry,ss_entry,TEXT,cross_sheet_lookup,ref_param,,"=IF(TC2=0,"""",_xlfn.XLOOKUP(TC2,Parm!$AO$1:$AO$20,Parm!$AQ$1:$AQ$20,""""))"
626,XB,SS Cont,ss_cont,TEXT,cross_sheet_lookup,ref_param,,"=IF(TD2=0,"""",_xlfn.XLOOKUP(TD2,Parm!$AO$1:$AO$20,Parm!$AQ$1:$AQ$20,""""))"
627,XC,Trig,trig,TEXT,cross_sheet_lookup,ref_param,STM,"=IF(TE2=0,"""",_xlfn.XLOOKUP(TE2,Parm!$AO$1:$AO$20,Parm!$AQ$1:$AQ$20,""""))"
628,XD,Entry,entry,TEXT,cross_sheet_lookup,ref_param,STM,"=IF(TK2=0,"""",_xlfn.XLOOKUP(TK2,Parm!$AO$1:$AO$20,Parm!$AQ$1:$AQ$20,""""))"
629,XE,Cont,cont,TEXT,cross_sheet_lookup,ref_param,STM,"=IF(TT2=0,"""",_xlfn.XLOOKUP(TT2,Parm!$AO$1:$AO$20,Parm!$AQ$1:$AQ$20,""""))"
630,XF,OverAll,overall,TEXT,cross_sheet_lookup,ref_param,STM,"=IF(TU2=0,"""",_xlfn.XLOOKUP(TU2,Parm!$AO$1:$AO$20,Parm!$AQ$1:$AQ$20,""""))"
631,XG,Matched Rule1,matched_rule1,TEXT,array_formula,,791-STM-!Bull-HighAbvTRR,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0daf8ca0>
632,XH,M Rule2,m_rule2,TEXT,arithmetic,,788-SS-!Bull-TN-TD-TRR,=
633,XI,M Rule3,m_rule3,TEXT,static_input,,,
634,XJ,M Rule4,m_rule4,TEXT,static_input,,,
635,XK,M Rule5,m_rule5,TEXT,static_input,,,
636,XL,M Rule6,m_rule6,TEXT,static_input,,,
637,XM,M Rule7,m_rule7,TEXT,static_input,,,
638,XN,M Rule8,m_rule8,TEXT,static_input,,,
639,XO,M Rule9,m_rule9,TEXT,static_input,,,
640,XP,M Rule10,m_rule10,TEXT,static_input,,,
641,XQ,M Rule11,m_rule11,TEXT,static_input,,,
